text,label,author_name,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
"ga kompak.. payah. kalian yang di pulau jawa ngapain aja? kami yang di daerah lain pengen ikut, tapi terhalang transport yang mahal. dan kalian 150jt jiwa lebih di pulau jawa terima? dengan anggota dpr model begituan? mirisss... sama soeharto saja kalian berani",1,@ardihandoko27,"enggak kompak.. payah. kalian yang di pulau jawa mengapai aja? kami yang di daerah lain pengin ikut, tapi terhalang transport yang mahal. dan kalian 150 juta jiwa lebih di pulau jawa terima? dengan anggota dpr model begituan? mirisss... sama soeharto saja kalian berani",enggak kompak payah kalian yang di pulau jawa mengapai aja kami yang di daerah lain pengin ikut tapi terhalang transport yang mahal dan kalian juta jiwa lebih di pulau jawa terima dengan anggota dpr model begituan miriss sama soeharto saja kalian berani,"Tidak kompak sekali kalian yang di Pulau Jawa, kami yang di daerah lain ingin ikut tetapi terhalang oleh transportasi yang mahal. Kalian yang jumlahnya jutaan di Pulau Jawa terima saja dengan anggota DPR yang seperti itu, miris. Seperti Soeharto, kalian berani.","Tidak kompak sekali kalian yang di Pulau Jawa, kami yang di daerah lain ingin ikut tetapi terhalang oleh transportasi yang mahal. Kalian yang jumlahnya jutaan di Pulau Jawa terima saja dengan anggota DPR yang seperti itu, miris. Seperti Soeharto, kalian berani.","['Tidak', 'kompak', 'sekali', 'kalian', 'yang', 'di', 'Pulau', 'Jawa', ',', 'kami', 'yang', 'di', 'daerah', 'lain', 'ingin', 'ikut', 'tetapi', 'terhalang', 'oleh', 'transportasi', 'yang', 'mahal', '.', 'Kalian', 'yang', 'jumlahnya', 'jutaan', 'di', 'Pulau', 'Jawa', 'terima', 'saja', 'dengan', 'anggota', 'DPR', 'yang', 'seperti', 'itu', ',', 'miris', '.', 'Seperti', 'Soeharto', ',', 'kalian', 'berani', '.']","['kompak', 'sekali', 'kalian', 'Pulau', 'Jawa', ',', 'daerah', 'ikut', 'terhalang', 'transportasi', 'mahal', '.', 'Kalian', 'jumlahnya', 'jutaan', 'Pulau', 'Jawa', 'terima', 'anggota', 'DPR', ',', 'miris', '.', 'Soeharto', ',', 'kalian', 'berani', '.']","kompak sekali kalian Pulau Jawa , daerah ikut terhalang transportasi mahal . Kalian jumlahnya jutaan Pulau Jawa terima anggota DPR , miris . Soeharto , kalian berani .",kompak sekali kalian pulau jawa daerah ikut halang transportasi mahal kalian jumlah juta pulau jawa terima anggota dpr miris soeharto kalian berani
satu kata untuk polisi ?!,0,@yeon.apr29,satu kata untuk polisi ?!,satu kata untuk polisi,satu kata untuk polisi,satu kata untuk polisi,"['satu', 'kata', 'untuk', 'polisi']","['satu', 'kata', 'polisi']",satu kata polisi,satu kata polisi
"kapolri segera diganti , ketua dpr nya kapan diganti atau kapan mundurnya.",1,@Sukses-s3f,"kapolri segera diganti , ketua dpr nya kapan diganti atau kapan mundurnya.",kapolri segera diganti ketua dpr nya kapan diganti atau kapan mundurnya,"Kapolri segera diganti, kapan ketua DPR-nya diganti atau kapan mundurnya?","Kapolri segera diganti, kapan ketua DPR-nya diganti atau kapan mundurnya?","['Kapolri', 'segera', 'diganti', ',', 'kapan', 'ketua', 'DPR-nya', 'diganti', 'atau', 'kapan', 'mundurnya', '?']","['Kapolri', 'segera', 'diganti', ',', 'kapan', 'ketua', 'DPR-nya', 'diganti', 'kapan', 'mundurnya', '?']","Kapolri segera diganti , kapan ketua DPR-nya diganti kapan mundurnya ?",kapolri segera ganti kapan ketua dpr-nya ganti kapan mundur
bacotmu puan hanya omong kosong jgn dipercaya omongannya puan kalian dukibulin omongannya,1,@narkahomarels5204,bacotmu puan hanya omong kosong jangan dipercaya omongannya puan kalian dukibulin omongannya,bacotmu puan hanya omong kosong jangan dipercaya omongannya puan kalian dukibulin omongannya,"Kata-katamu hanya omong kosong, jangan percaya kata-kata itu. Kalian semua hanya dibohongi oleh omongannya.","Kata-katamu hanya omong kosong, jangan percaya kata-kata itu. Kalian semua hanya dibohongi oleh omongannya.","['Kata-katamu', 'hanya', 'omong', 'kosong', ',', 'jangan', 'percaya', 'kata-kata', 'itu', '.', 'Kalian', 'semua', 'hanya', 'dibohongi', 'oleh', 'omongannya', '.']","['Kata-katamu', 'omong', 'kosong', ',', 'jangan', 'percaya', 'kata-kata', '.', 'Kalian', 'semua', 'dibohongi', 'omongannya', '.']","Kata-katamu omong kosong , jangan percaya kata-kata . Kalian semua dibohongi omongannya .",kata omong kosong jangan percaya kata kalian semua bohong omong
"menampung aspirasi yg mana, aspirasi n tuntutan rakyat itu hukum mati n sahkan uu perampasan aset koruptor, rakyat sudah gk percaya",0,@FransSumarnagust,"menampung aspirasi yang mana, aspirasi n tuntutan rakyat itu hukum mati n sahkan uu perampasan aset koruptor, rakyat sudah enggak percaya",menampung aspirasi yang mana aspirasi n tuntutan rakyat itu hukum mati n sahkan uu perampasan aset koruptor rakyat sudah enggak percaya,"Menampung aspirasi, di mana aspirasi dan tuntutan rakyat itu adalah hukuman mati dan mengesahkan undang-undang perampasan aset koruptor. Rakyat sudah tidak percaya.","Menampung aspirasi, di mana aspirasi dan tuntutan rakyat itu adalah hukuman mati dan mengesahkan undang-undang perampasan aset koruptor. Rakyat sudah tidak percaya.","['Menampung', 'aspirasi', ',', 'di', 'mana', 'aspirasi', 'dan', 'tuntutan', 'rakyat', 'itu', 'adalah', 'hukuman', 'mati', 'dan', 'mengesahkan', 'undang-undang', 'perampasan', 'aset', 'koruptor', '.', 'Rakyat', 'sudah', 'tidak', 'percaya', '.']","['Menampung', 'aspirasi', ',', 'mana', 'aspirasi', 'tuntutan', 'rakyat', 'hukuman', 'mati', 'mengesahkan', 'undang-undang', 'perampasan', 'aset', 'koruptor', '.', 'Rakyat', 'percaya', '.']","Menampung aspirasi , mana aspirasi tuntutan rakyat hukuman mati mengesahkan undang-undang perampasan aset koruptor . Rakyat percaya .",tampung aspirasi mana aspirasi tuntut rakyat hukum mati kesah undang ampas aset koruptor rakyat percaya
hapus  gaji pensiun seumur hidup  semua anggota dpr itu yg menjadi beban negara.,1,@bosscenteng730,hapus gaji pensiun seumur hidup semua anggota dpr itu yang menjadi beban negara.,hapus gaji pensiun seumur hidup semua anggota dpr itu yang menjadi beban negara,hapus gaji pensiun seumur hidup semua anggota dpr itu yang menjadi beban negara,hapus gaji pensiun seumur hidup semua anggota dpr itu yang menjadi beban negara,"['hapus', 'gaji', 'pensiun', 'seumur', 'hidup', 'semua', 'anggota', 'dpr', 'itu', 'yang', 'menjadi', 'beban', 'negara']","['hapus', 'gaji', 'pensiun', 'seumur', 'hidup', 'semua', 'anggota', 'dpr', 'menjadi', 'beban', 'negara']",hapus gaji pensiun seumur hidup semua anggota dpr menjadi beban negara,hapus gaji pensiun umur hidup semua anggota dpr jadi beban negara
"waktu kampanye dia datangi rakyat buat dipilih giliran sudah dipilih ada keluhan rakyat bukan ya ketemu rakyat malah menghindar. 
oh iya kalau memang dilarang sama ketua partai masing masing buat sahkan uud perampasan aset atau ketemu masyarakat, berarti andda lebi mementingkan kepentingan partai ada daripada masyarakat dan andda menjadikan tameng aparat polisi dan tentara buat ber benturan masyarakat, seedangkan anda entah kemana. 
sekalian kepada kepolisian saya tau ada hanya menerima perintah tapi jangan hanya mau dimanfaatkan dijadikan tameng semeentara mereka santai santai saja. 
katanya masuk polisi tes pisikologi, tes mental tes akadeemik dll. anda adalah yang terbaik dari sekian banyak rek rutmen tapi pas demo kok logika anda ngga dipake. 

merrka demo buat ketemu dpr buat sampaikan keluh kesah mereka kok kalian malah dijadiin tameng panas panasan sedangkan mereka santai santai saja dalam ruangan. 
maaf kalau ada salah saya hanya menyampaikan pendapat",0,@IMPRES001,"waktu kampanye dia datangi rakyat buat dipilih giliran sudah dipilih ada keluhan rakyat bukan ya ketemu rakyat malah menghindar. oh iya kalau memang dilarang sama ketua partai masing masing buat sahkan uud perampasan aset atau ketemu masyarakat, berarti andda lebi mementingkan kepentingan partai ada daripada masyarakat dan andda menjadikan tameng aparat polisi dan tentara buat ber benturan masyarakat, seedangkan anda entah kemana. sekalian kepada kepolisian saya tau ada hanya menerima perintah tapi jangan hanya mau dimanfaatkan dijadikan tameng semeentara mereka santai santai saja. katanya masuk polisi tes pisikologi, tes mental tes akadeemik dll. anda adalah yang terbaik dari sekian banyak rek rutmen tapi pas demo kok logika anda enggak dipake. merrka demo buat ketemu dpr buat sampaikan keluh kesah mereka kok kalian malah dijadikan tameng panas panasan sedangkan mereka santai santai saja dalam ruangan. maaf kalau ada salah saya hanya menyampaikan pendapat",waktu kampanye dia datangi rakyat buat dipilih giliran sudah dipilih ada keluhan rakyat bukan ya ketemu rakyat malah menghindar oh iya kalau memang dilarang sama ketua partai masing masing buat sahkan uud perampasan aset atau ketemu masyarakat berarti andda lebi mementingkan kepentingan partai ada daripada masyarakat dan andda menjadikan tameng aparat polisi dan tentara buat ber benturan masyarakat seedangkan anda entah kemana sekalian kepada kepolisian saya tau ada hanya menerima perintah tapi jangan hanya mau dimanfaatkan dijadikan tameng semeentara mereka santai santai saja katanya masuk polisi tes pisikologi tes mental tes akadeemik dll anda adalah yang terbaik dari sekian banyak rek rutmen tapi pas demo kok logika anda enggak dipake merrka demo buat ketemu dpr buat sampaikan keluh kesah mereka kok kalian malah dijadikan tameng panas panasan sedangkan mereka santai santai saja dalam ruangan maaf kalau ada salah saya hanya menyampaikan pendapat,"waktu kampanye dia mendatangi rakyat untuk dipilih, giliran sudah dipilih ada keluhan rakyat. Bukannya bertemu rakyat, malah menghindar. Oh iya, kalau memang dilarang sama ketua partai masing-masing untuk sahkan undang-undang perampasan aset atau bertemu masyarakat, berarti anda lebih mementingkan kepentingan partai daripada masyarakat. Anda menjadikan aparat polisi dan tentara sebagai tameng untuk benturan masyarakat, sementara anda entah kemana. Kepada kepolisian, saya tahu ada yang hanya menerima perintah, tapi jangan hanya mau dimanfaatkan dijadikan tameng. Sementara mereka santai-santai saja, katanya masuk polisi, tes psikologi, tes mental, tes akademik, dll. Anda adalah yang terbaik dari sekian banyak rekrutmen, tapi pas demo kok logika anda enggak dipakai. Mereka demo untuk bertemu DPR, untuk menyampaikan keluh kesah mereka, kok kalian malah dijadikan tameng, panas-panasan, sedangkan mereka santai-santai saja dalam ruangan. Maaf kalau ada salah, saya hanya menyampaikan pendapat.","waktu kampanye dia mendatangi rakyat untuk dipilih, giliran sudah dipilih ada keluhan rakyat. Bukannya bertemu rakyat, malah menghindar. Oh iya, kalau memang dilarang sama ketua partai masing-masing untuk sahkan undang-undang perampasan aset atau bertemu masyarakat, berarti anda lebih mementingkan kepentingan partai daripada masyarakat. Anda menjadikan aparat polisi dan tentara sebagai tameng untuk benturan masyarakat, sementara anda entah kemana. Kepada kepolisian, saya tahu ada yang hanya menerima perintah, tapi jangan hanya mau dimanfaatkan dijadikan tameng. Sementara mereka santai-santai saja, katanya masuk polisi, tes psikologi, tes mental, tes akademik, dll. Anda adalah yang terbaik dari sekian banyak rekrutmen, tapi pas demo kok logika anda enggak dipakai. Mereka demo untuk bertemu DPR, untuk menyampaikan keluh kesah mereka, kok kalian malah dijadikan tameng, panas-panasan, sedangkan mereka santai-santai saja dalam ruangan. Maaf kalau ada salah, saya hanya menyampaikan pendapat.","['waktu', 'kampanye', 'dia', 'mendatangi', 'rakyat', 'untuk', 'dipilih', ',', 'giliran', 'sudah', 'dipilih', 'ada', 'keluhan', 'rakyat', '.', 'Bukannya', 'bertemu', 'rakyat', ',', 'malah', 'menghindar', '.', 'Oh', 'iya', ',', 'kalau', 'memang', 'dilarang', 'sama', 'ketua', 'partai', 'masing-masing', 'untuk', 'sahkan', 'undang-undang', 'perampasan', 'aset', 'atau', 'bertemu', 'masyarakat', ',', 'berarti', 'anda', 'lebih', 'mementingkan', 'kepentingan', 'partai', 'daripada', 'masyarakat', '.', 'Anda', 'menjadikan', 'aparat', 'polisi', 'dan', 'tentara', 'sebagai', 'tameng', 'untuk', 'benturan', 'masyarakat', ',', 'sementara', 'anda', 'entah', 'kemana', '.', 'Kepada', 'kepolisian', ',', 'saya', 'tahu', 'ada', 'yang', 'hanya', 'menerima', 'perintah', ',', 'tapi', 'jangan', 'hanya', 'mau', 'dimanfaatkan', 'dijadikan', 'tameng', '.', 'Sementara', 'mereka', 'santai-santai', 'saja', ',', 'katanya', 'masuk', 'polisi', ',', 'tes', 'psikologi', ',', 'tes', 'mental', ',', 'tes', 'akademik', ',', 'dll', '.', 'Anda', 'adalah', 'yang', 'terbaik', 'dari', 'sekian', 'banyak', 'rekrutmen', ',', 'tapi', 'pas', 'demo', 'kok', 'logika', 'anda', 'enggak', 'dipakai', '.', 'Mereka', 'demo', 'untuk', 'bertemu', 'DPR', ',', 'untuk', 'menyampaikan', 'keluh', 'kesah', 'mereka', ',', 'kok', 'kalian', 'malah', 'dijadikan', 'tameng', ',', 'panas-panasan', ',', 'sedangkan', 'mereka', 'santai-santai', 'saja', 'dalam', 'ruangan', '.', 'Maaf', 'kalau', 'ada', 'salah', ',', 'saya', 'hanya', 'menyampaikan', 'pendapat', '.']","['waktu', 'kampanye', 'mendatangi', 'rakyat', 'dipilih', ',', 'giliran', 'dipilih', 'keluhan', 'rakyat', '.', 'Bukannya', 'bertemu', 'rakyat', ',', 'malah', 'menghindar', '.', 'iya', ',', 'kalau', 'memang', 'dilarang', 'sama', 'ketua', 'partai', 'masing-masing', 'sahkan', 'undang-undang', 'perampasan', 'aset', 'bertemu', 'masyarakat', ',', 'berarti', 'lebih', 'mementingkan', 'kepentingan', 'partai', 'masyarakat', '.', 'menjadikan', 'aparat', 'polisi', 'tentara', 'tameng', 'benturan', 'masyarakat', ',', 'entah', '.', 'kepolisian', ',', 'tahu', 'menerima', 'perintah', ',', 'jangan', 'mau', 'dimanfaatkan', 'dijadikan', 'tameng', '.', 'santai-santai', ',', 'katanya', 'masuk', 'polisi', ',', 'tes', 'psikologi', ',', 'tes', 'mental', ',', 'tes', 'akademik', ',', '.', 'terbaik', 'sekian', 'banyak', 'rekrutmen', ',', 'pas', 'demo', 'kok', 'logika', 'enggak', 'dipakai', '.', 'demo', 'bertemu', 'DPR', ',', 'menyampaikan', 'keluh', 'kesah', ',', 'kok', 'kalian', 'malah', 'dijadikan', 'tameng', ',', 'panas-panasan', ',', 'santai-santai', 'ruangan', '.', 'Maaf', 'kalau', 'salah', ',', 'menyampaikan', 'pendapat', '.']","waktu kampanye mendatangi rakyat dipilih , giliran dipilih keluhan rakyat . Bukannya bertemu rakyat , malah menghindar . iya , kalau memang dilarang sama ketua partai masing-masing sahkan undang-undang perampasan aset bertemu masyarakat , berarti lebih mementingkan kepentingan partai masyarakat . menjadikan aparat polisi tentara tameng benturan masyarakat , entah . kepolisian , tahu menerima perintah , jangan mau dimanfaatkan dijadikan tameng . santai-santai , katanya masuk polisi , tes psikologi , tes mental , tes akademik , . terbaik sekian banyak rekrutmen , pas demo kok logika enggak dipakai . demo bertemu DPR , menyampaikan keluh kesah , kok kalian malah dijadikan tameng , panas-panasan , santai-santai ruangan . Maaf kalau salah , menyampaikan pendapat .",waktu kampanye datang rakyat pilih gilir pilih keluh rakyat bukan temu rakyat malah hindar iya kalau memang larang sama ketua partai masing-masing sahkan undang ampas aset temu masyarakat arti lebih penting penting partai masyarakat jadi aparat polisi tentara tameng bentur masyarakat entah polisi tahu terima perintah jangan mau manfaat jadi tameng santai kata masuk polisi tes psikologi tes mental tes akademik baik sekian banyak rekrutmen pas demo kok logika enggak pakai demo temu dpr sampai keluh kesah kok kalian malah jadi tameng panas santai ruang maaf kalau salah sampai dapat
mulai besok jika ada pemilihan pemerintah gk usah nyoblos apapun biar yg punya partai berebut sendiri tanpa suara rakyat,0,@SuprapdiPrapdi-u9t,mulai besok jika ada pemilihan pemerintah enggak usah nyoblos apapun biar yang punya partai berebut sendiri tanpa suara rakyat,mulai besok jika ada pemilihan pemerintah enggak usah nyoblos apapun biar yang punya partai berebut sendiri tanpa suara rakyat,"Mulai besok jika ada pemilihan pemerintah, tidak usah mencoblos apapun biar yang punya partai berebut sendiri tanpa suara rakyat.","Mulai besok jika ada pemilihan pemerintah, tidak usah mencoblos apapun biar yang punya partai berebut sendiri tanpa suara rakyat.","['Mulai', 'besok', 'jika', 'ada', 'pemilihan', 'pemerintah', ',', 'tidak', 'usah', 'mencoblos', 'apapun', 'biar', 'yang', 'punya', 'partai', 'berebut', 'sendiri', 'tanpa', 'suara', 'rakyat', '.']","['Mulai', 'besok', 'pemilihan', 'pemerintah', ',', 'usah', 'mencoblos', 'apapun', 'biar', 'punya', 'partai', 'berebut', 'sendiri', 'suara', 'rakyat', '.']","Mulai besok pemilihan pemerintah , usah mencoblos apapun biar punya partai berebut sendiri suara rakyat .",mulai besok pilih perintah usah coblos apa biar punya partai rebut sendiri suara rakyat
"searching era 98 soeharto lengser, 
ada yg naik terusssss setelah itu.
gamemaker negri konoha bukan pak prabowo.",0,@TutikDjanah,"searching era 98 soeharto lengser, ada yang naik terusssss setelah itu. gamemaker negeri konoha bukan pak prabowo.",searching era soeharto lengser ada yang naik teruss setelah itu gamemaker negeri konoha bukan pak prabowo,mencari era soeharto lengser ada yang naik terus setelah itu pembuat game negeri konoha bukan pak prabowo,mencari era soeharto lengser ada yang naik terus setelah itu pembuat game negeri konoha bukan pak prabowo,"['mencari', 'era', 'soeharto', 'lengser', 'ada', 'yang', 'naik', 'terus', 'setelah', 'itu', 'pembuat', 'game', 'negeri', 'konoha', 'bukan', 'pak', 'prabowo']","['mencari', 'era', 'soeharto', 'lengser', 'naik', 'terus', 'pembuat', 'game', 'negeri', 'konoha', 'bukan', 'pak', 'prabowo']",mencari era soeharto lengser naik terus pembuat game negeri konoha bukan pak prabowo,cari era soeharto lengser naik terus buat game negeri konoha bukan pak prabowo
percuma kita teriak - teriak mereka tutup mata tutup telinga dan tutup mulut parah,0,@RakyatIndonesia-t7j,percuma kita teriak - teriak mereka tutup mata tutup telinga dan tutup mulut parah,percuma kita teriak teriak mereka tutup mata tutup telinga dan tutup mulut parah,"percuma kita teriak-teriak, mereka tutup mata, tutup telinga, dan tutup mulut, parah.","percuma kita teriak-teriak, mereka tutup mata, tutup telinga, dan tutup mulut, parah.","['percuma', 'kita', 'teriak-teriak', ',', 'mereka', 'tutup', 'mata', ',', 'tutup', 'telinga', ',', 'dan', 'tutup', 'mulut', ',', 'parah', '.']","['percuma', 'teriak-teriak', ',', 'tutup', 'mata', ',', 'tutup', 'telinga', ',', 'tutup', 'mulut', ',', 'parah', '.']","percuma teriak-teriak , tutup mata , tutup telinga , tutup mulut , parah .",percuma teriak tutup mata tutup telinga tutup mulut parah
tombol tidak puas dgn kinerja puan———->>>>,1,@gooddeeds146,tombol tidak puas dengan kinerja puan———->>>>,tombol tidak puas dengan kinerja puan,tombol tidak puas dengan kinerja puan,tombol tidak puas dengan kinerja puan,"['tombol', 'tidak', 'puas', 'dengan', 'kinerja', 'puan']","['tombol', 'puas', 'kinerja', 'puan']",tombol puas kinerja puan,tombol puas kerja puan
tuntutan 2 yg dicari .dipahami .diselidiki .demontrasi 98-25,0,@upikwirnani,tuntutan 2 yang dicari .dipahami .diselidiki .demontrasi 98 -25,tuntutan yang dicari dipahami diselidiki demontrasi,tuntutan yang dicari dipahami dan diselidiki dalam demonstrasi,tuntutan yang dicari dipahami dan diselidiki dalam demonstrasi,"['tuntutan', 'yang', 'dicari', 'dipahami', 'dan', 'diselidiki', 'dalam', 'demonstrasi']","['tuntutan', 'dicari', 'dipahami', 'diselidiki', 'demonstrasi']",tuntutan dicari dipahami diselidiki demonstrasi,tuntut cari paham selidik demonstrasi
